Site,Species,Season,Week_1,Week_2,Week_3,Week_4,Week_5
OV-TR,coyote,17_2,0,0,0,0,0
OV-TR,gray_fox,17_2,0,1,0,0,1
OV-TR,mountain_lion,17_2,0,0,0,0,0
OV-TR,mule_deer,17_2,1,0,0,0,0
OV-TR,rabbit_sp,17_2,0,0,0,0,0
OV-TR,raccoon,17_2,0,0,0,0,0
OV-TR,striped_skunk,17_2,0,0,0,0,0
OV-TR,virginia_opossum,17_2,0,0,0,0,0
RO-CA2,bobcat,17_2,1,0,0,0,0
RO-CA2,CA_ground_squirrel,17_2,0,0,0,0,0
RO-CA2,coyote,17_2,0,0,0,1,1
RO-CA2,gray_fox,17_2,0,0,0,0,0
RO-CA2,mountain_lion,17_2,0,0,0,0,0
RO-CA2,mule_deer,17_2,0,0,0,0,1
RO-CA2,rabbit_sp,17_2,0,0,0,0,0
RO-CA2,raccoon,17_2,0,0,0,0,0
RO-CA2,striped_skunk,17_2,0,0,0,0,0
RO-CA2,virginia_opossum,17_2,0,0,0,0,0
SO-GY,bobcat,17_2,NA,NA,NA,1,0
SO-GY,CA_ground_squirrel,17_2,NA,NA,NA,0,0
SO-GY,coyote,17_2,NA,NA,NA,0,0
SO-GY,gray_fox,17_2,NA,NA,NA,0,0
SO-GY,mountain_lion,17_2,NA,NA,NA,0,0
SO-GY,mule_deer,17_2,NA,NA,NA,0,0
SO-GY,rabbit_sp,17_2,NA,NA,NA,0,0
SO-GY,raccoon,17_2,NA,NA,NA,0,0
SO-GY,striped_skunk,17_2,NA,NA,NA,1,0
SO-GY,virginia_opossum,17_2,NA,NA,NA,0,0
UP-WE,bobcat,17_2,0,0,0,0,0
UP-WE,CA_ground_squirrel,17_2,0,0,0,0,0
UP-WE,coyote,17_2,1,0,0,0,0
UP-WE,gray_fox,17_2,0,0,0,0,0
UP-WE,mountain_lion,17_2,0,0,0,1,1
UP-WE,mule_deer,17_2,0,1,0,0,0
UP-WE,rabbit_sp,17_2,0,0,0,0,0
UP-WE,raccoon,17_2,0,0,0,0,0
UP-WE,striped_skunk,17_2,0,0,0,0,0
UP-WE,virginia_opossum,17_2,0,0,0,0,0
WE-TR1,bobcat,17_2,0,0,0,0,0
WE-TR1,CA_ground_squirrel,17_2,0,0,0,0,0
WE-TR1,coyote,17_2,0,0,0,0,0
WE-TR1,gray_fox,17_2,0,0,0,0,0
WE-TR1,mountain_lion,17_2,0,0,1,1,0
WE-TR1,mule_deer,17_2,0,0,0,1,0
WE-TR1,rabbit_sp,17_2,0,0,0,0,0
WE-TR1,raccoon,17_2,0,0,0,0,0
WE-TR1,striped_skunk,17_2,0,0,0,0,0
WE-TR1,virginia_opossum,17_2,0,0,0,0,0
WE-TR3,bobcat,17_2,0,0,0,0,0
WE-TR3,CA_ground_squirrel,17_2,0,0,0,0,0
WE-TR3,coyote,17_2,0,0,0,0,0
WE-TR3,gray_fox,17_2,0,0,1,0,0
WE-TR3,mountain_lion,17_2,0,0,0,0,0
WE-TR3,mule_deer,17_2,0,0,1,1,1
WE-TR3,rabbit_sp,17_2,0,0,0,0,0
WE-TR3,raccoon,17_2,0,0,0,0,0
WE-TR3,striped_skunk,17_2,0,0,0,0,0
WE-TR3,virginia_opossum,17_2,0,0,0,0,0
AG-CH,bobcat,17_1,NA,1,1,0,1
AG-CH,CA_ground_squirrel,17_1,NA,0,0,1,1
AG-CH,coyote,17_1,NA,0,0,1,1
AG-CH,gray_fox,17_1,NA,0,0,0,0
AG-CH,mountain_lion,17_1,NA,0,0,0,1
AG-CH,mule_deer,17_1,NA,0,0,0,0
AG-CH,rabbit_sp,17_1,NA,1,1,1,1
AG-CH,raccoon,17_1,NA,0,0,0,0
AG-CH,striped_skunk,17_1,NA,0,0,0,0
AG-CH,virginia_opossum,17_1,NA,0,0,0,0
AU-TR,bobcat,17_1,0,0,1,0,0
AU-TR,CA_ground_squirrel,17_1,0,1,0,0,0
AU-TR,coyote,17_1,0,1,0,0,0
AU-TR,gray_fox,17_1,0,0,0,0,0
AU-TR,mountain_lion,17_1,0,0,0,0,0
AU-TR,mule_deer,17_1,0,0,0,0,0
AU-TR,rabbit_sp,17_1,0,0,0,0,0
AU-TR,raccoon,17_1,0,0,0,0,0
AU-TR,striped_skunk,17_1,0,0,0,0,0
AU-TR,virginia_opossum,17_1,0,0,0,0,0
BO-SP,bobcat,17_1,0,0,0,0,0
BO-SP,CA_ground_squirrel,17_1,0,0,0,0,0
BO-SP,coyote,17_1,0,0,0,0,0
BO-SP,gray_fox,17_1,0,0,0,0,0
BO-SP,mountain_lion,17_1,0,0,0,0,0
BO-SP,mule_deer,17_1,0,0,0,0,0
BO-SP,rabbit_sp,17_1,0,0,0,0,0
BO-SP,raccoon,17_1,0,0,0,0,0
BO-SP,striped_skunk,17_1,0,0,0,0,0
BO-SP,virginia_opossum,17_1,0,0,0,0,0
BO-TR,bobcat,17_1,NA,0,0,0,0
BO-TR,CA_ground_squirrel,17_1,NA,0,0,0,0
BO-TR,coyote,17_1,NA,0,0,0,0
BO-TR,gray_fox,17_1,NA,0,0,0,0
BO-TR,mountain_lion,17_1,NA,0,0,0,0
BO-TR,mule_deer,17_1,NA,0,0,0,0
BO-TR,rabbit_sp,17_1,NA,0,0,0,0
BO-TR,raccoon,17_1,NA,0,0,0,0
BO-TR,striped_skunk,17_1,NA,0,0,0,0
BO-TR,virginia_opossum,17_1,NA,0,0,0,0
CG-001,bobcat,17_1,1,0,0,0,0
CG-001,CA_ground_squirrel,17_1,0,0,0,0,0
CG-001,coyote,17_1,0,0,0,0,0
CG-001,gray_fox,17_1,0,0,0,0,0
CG-001,mountain_lion,17_1,0,0,0,0,0
CG-001,mule_deer,17_1,0,0,0,0,0
CG-001,rabbit_sp,17_1,0,0,0,0,0
CG-001,raccoon,17_1,0,0,0,0,0
CG-001,striped_skunk,17_1,0,0,0,0,0
CG-001,virginia_opossum,17_1,0,0,0,0,0
CG-002,bobcat,17_1,1,1,1,1,1
CG-002,CA_ground_squirrel,17_1,0,0,0,0,0
CG-002,coyote,17_1,1,1,1,1,1
CG-002,gray_fox,17_1,1,0,0,1,0
CG-002,mountain_lion,17_1,0,0,0,0,0
CG-002,mule_deer,17_1,0,1,1,1,1
CG-002,rabbit_sp,17_1,0,0,0,0,0
CG-002,raccoon,17_1,0,0,0,0,0
CG-002,striped_skunk,17_1,0,1,1,1,0
CG-002,virginia_opossum,17_1,0,0,1,1,0
CG-003,bobcat,17_1,1,1,1,1,1
CG-003,CA_ground_squirrel,17_1,0,0,0,0,0
CG-003,coyote,17_1,0,0,0,0,0
CG-003,gray_fox,17_1,1,1,1,1,1
CG-003,mountain_lion,17_1,0,0,0,0,0
CG-003,mule_deer,17_1,0,0,0,0,0
CG-003,rabbit_sp,17_1,1,1,0,0,1
CG-003,raccoon,17_1,0,0,0,0,0
CG-003,striped_skunk,17_1,0,0,0,0,0
CG-003,virginia_opossum,17_1,0,0,0,0,0
CG-004,bobcat,17_1,0,0,0,0,0
CG-004,CA_ground_squirrel,17_1,0,0,0,0,0
CG-004,coyote,17_1,0,0,0,0,0
CG-004,gray_fox,17_1,0,0,0,0,0
CG-004,mountain_lion,17_1,0,0,0,0,0
CG-004,mule_deer,17_1,0,0,0,0,0
CG-004,rabbit_sp,17_1,0,0,0,0,0
CG-004,raccoon,17_1,0,0,0,0,0
CG-004,striped_skunk,17_1,0,0,0,0,0
CG-004,virginia_opossum,17_1,0,0,0,0,0
CG-005,bobcat,17_1,0,1,0,0,1
CG-005,CA_ground_squirrel,17_1,0,0,0,0,0
CG-005,coyote,17_1,0,0,0,0,0
CG-005,gray_fox,17_1,0,0,1,1,1
CG-005,mountain_lion,17_1,0,0,0,0,0
CG-005,mule_deer,17_1,0,0,0,0,0
CG-005,rabbit_sp,17_1,0,1,1,0,0
CG-005,raccoon,17_1,0,0,0,0,0
CG-005,striped_skunk,17_1,1,0,0,0,0
CG-005,virginia_opossum,17_1,0,0,0,0,0
CG-006,bobcat,17_1,0,0,0,0,0
CG-006,CA_ground_squirrel,17_1,0,0,0,0,0
CG-006,coyote,17_1,0,0,0,0,0
CG-006,gray_fox,17_1,1,1,1,0,0
CG-006,mountain_lion,17_1,0,0,0,0,0
CG-006,mule_deer,17_1,0,0,0,0,0
CG-006,rabbit_sp,17_1,0,0,0,0,0
CG-006,raccoon,17_1,0,0,0,0,0
CG-006,striped_skunk,17_1,0,0,0,0,0
CG-006,virginia_opossum,17_1,0,0,0,0,0
CG-016,bobcat,17_1,0,0,0,0,1
CG-016,CA_ground_squirrel,17_1,0,0,0,0,0
CG-016,coyote,17_1,0,0,0,0,0
CG-016,gray_fox,17_1,1,1,1,0,1
CG-016,mountain_lion,17_1,0,0,0,1,1
CG-016,mule_deer,17_1,0,0,0,0,0
CG-016,rabbit_sp,17_1,0,0,0,0,0
CG-016,raccoon,17_1,0,0,0,0,0
CG-016,striped_skunk,17_1,0,1,1,1,0
CG-016,virginia_opossum,17_1,0,0,0,0,0
CG-017,bobcat,17_1,0,0,1,0,1
CG-017,CA_ground_squirrel,17_1,0,0,0,0,0
CG-017,coyote,17_1,0,0,0,0,0
CG-017,gray_fox,17_1,0,0,1,1,1
CG-017,mountain_lion,17_1,0,0,0,0,0
CG-017,mule_deer,17_1,0,0,0,0,0
CG-017,rabbit_sp,17_1,0,0,0,0,0
CG-017,raccoon,17_1,0,0,0,0,0
CG-017,striped_skunk,17_1,0,0,0,0,1
CG-017,virginia_opossum,17_1,0,0,0,0,0
CG-018,bobcat,17_1,0,0,0,0,0
CG-018,CA_ground_squirrel,17_1,0,0,0,0,0
CG-018,coyote,17_1,0,0,0,0,0
CG-018,gray_fox,17_1,0,0,0,0,0
CG-018,mountain_lion,17_1,0,0,0,0,0
CG-018,mule_deer,17_1,0,0,0,0,0
CG-018,rabbit_sp,17_1,0,0,0,0,0
CG-018,raccoon,17_1,0,0,0,0,0
CG-018,striped_skunk,17_1,0,0,0,0,0
CG-018,virginia_opossum,17_1,0,0,0,0,0
CG-019,bobcat,17_1,1,0,0,0,0
CG-019,CA_ground_squirrel,17_1,0,0,0,0,0
CG-019,coyote,17_1,1,1,1,1,1
CG-019,gray_fox,17_1,0,0,0,0,0
CG-019,mountain_lion,17_1,0,0,0,0,0
CG-019,mule_deer,17_1,1,0,1,1,1
CG-019,rabbit_sp,17_1,1,1,1,0,1
CG-019,raccoon,17_1,0,0,0,0,0
CG-019,striped_skunk,17_1,0,0,0,0,0
CG-019,virginia_opossum,17_1,0,0,0,0,0
CG-020,bobcat,17_1,0,0,0,0,0
CG-020,CA_ground_squirrel,17_1,0,0,0,0,0
CG-020,coyote,17_1,1,0,0,0,1
CG-020,gray_fox,17_1,0,0,0,0,0
CG-020,mountain_lion,17_1,0,0,0,0,0
CG-020,mule_deer,17_1,1,1,1,0,1
CG-020,rabbit_sp,17_1,0,0,0,0,0
CG-020,raccoon,17_1,0,0,0,0,0
CG-020,striped_skunk,17_1,0,1,0,0,0
CG-020,virginia_opossum,17_1,0,0,0,0,1
CG-029,bobcat,17_1,0,0,0,1,0
CG-029,CA_ground_squirrel,17_1,0,0,0,0,0
CG-029,coyote,17_1,0,0,0,0,0
CG-029,gray_fox,17_1,1,0,0,0,0
CG-029,mountain_lion,17_1,0,1,1,0,1
CG-029,mule_deer,17_1,0,0,0,0,1
CG-029,rabbit_sp,17_1,0,0,0,0,0
CG-029,raccoon,17_1,0,0,0,0,0
CG-029,striped_skunk,17_1,0,0,0,0,0
CG-029,virginia_opossum,17_1,0,1,0,0,0
CG-030,bobcat,17_1,1,0,1,0,0
CG-030,CA_ground_squirrel,17_1,0,0,0,0,0
CG-030,coyote,17_1,1,1,0,0,0
CG-030,gray_fox,17_1,0,0,0,1,0
CG-030,mountain_lion,17_1,0,0,0,0,0
CG-030,mule_deer,17_1,0,0,1,0,0
CG-030,rabbit_sp,17_1,0,0,0,0,0
CG-030,raccoon,17_1,0,0,0,0,0
CG-030,striped_skunk,17_1,0,0,0,0,0
CG-030,virginia_opossum,17_1,0,0,0,0,0
CG-031,bobcat,17_1,0,0,0,0,0
CG-031,CA_ground_squirrel,17_1,0,0,0,0,0
CG-031,coyote,17_1,0,0,0,0,0
CG-031,gray_fox,17_1,0,0,0,0,0
CG-031,mountain_lion,17_1,0,0,0,0,0
CG-031,mule_deer,17_1,0,0,0,0,0
CG-031,rabbit_sp,17_1,0,0,0,0,0
CG-031,raccoon,17_1,0,0,0,0,0
CG-031,striped_skunk,17_1,0,1,0,1,1
CG-031,virginia_opossum,17_1,0,0,0,0,1
CG-033,bobcat,17_1,1,0,0,0,0
CG-033,CA_ground_squirrel,17_1,0,0,0,0,0
CG-033,coyote,17_1,0,0,0,1,0
CG-033,gray_fox,17_1,0,0,0,0,0
CG-033,mountain_lion,17_1,0,1,0,0,0
CG-033,mule_deer,17_1,1,0,0,1,1
CG-033,rabbit_sp,17_1,0,0,0,0,0
CG-033,raccoon,17_1,0,0,0,0,0
CG-033,striped_skunk,17_1,0,0,0,0,0
CG-033,virginia_opossum,17_1,0,0,0,0,0
CG-042,bobcat,17_1,0,0,1,0,1
CG-042,CA_ground_squirrel,17_1,0,0,0,0,0
CG-042,coyote,17_1,0,0,0,0,0
CG-042,gray_fox,17_1,1,1,1,1,1
CG-042,mountain_lion,17_1,0,0,0,0,1
CG-042,mule_deer,17_1,0,0,0,0,0
CG-042,rabbit_sp,17_1,0,0,0,0,0
CG-042,raccoon,17_1,0,0,0,0,0
CG-042,striped_skunk,17_1,0,0,0,0,0
CG-042,virginia_opossum,17_1,0,0,0,0,0
CG-044,bobcat,17_1,0,0,1,0,0
CG-044,CA_ground_squirrel,17_1,0,0,0,0,0
CG-044,coyote,17_1,0,0,0,0,0
CG-044,gray_fox,17_1,0,0,1,0,1
CG-044,mountain_lion,17_1,0,0,0,0,0
CG-044,mule_deer,17_1,1,1,0,1,0
CG-044,rabbit_sp,17_1,0,0,0,0,0
CG-044,raccoon,17_1,0,0,0,0,0
CG-044,striped_skunk,17_1,1,1,1,1,1
CG-044,virginia_opossum,17_1,0,0,0,0,0
CG-045,bobcat,17_1,0,0,0,0,1
CG-045,CA_ground_squirrel,17_1,0,0,0,0,0
CG-045,coyote,17_1,0,0,0,0,0
CG-045,gray_fox,17_1,0,0,0,0,0
CG-045,mountain_lion,17_1,0,0,0,0,0
CG-045,mule_deer,17_1,0,0,0,0,0
CG-045,rabbit_sp,17_1,0,0,0,0,0
CG-045,raccoon,17_1,0,0,0,0,0
CG-045,striped_skunk,17_1,0,0,0,0,0
CG-045,virginia_opossum,17_1,0,0,0,0,0
CG-047,bobcat,17_1,0,0,1,0,0
CG-047,CA_ground_squirrel,17_1,0,0,0,0,0
CG-047,coyote,17_1,0,0,0,0,0
CG-047,gray_fox,17_1,0,0,0,0,0
CG-047,mountain_lion,17_1,1,0,0,1,1
CG-047,mule_deer,17_1,0,0,0,1,0
CG-047,rabbit_sp,17_1,0,0,0,0,0
CG-047,raccoon,17_1,0,0,0,0,0
CG-047,striped_skunk,17_1,1,1,1,0,1
CG-047,virginia_opossum,17_1,0,0,0,0,0
CG-048,bobcat,17_1,0,0,0,0,0
CG-048,CA_ground_squirrel,17_1,0,0,0,0,0
CG-048,coyote,17_1,0,0,0,0,0
CG-048,gray_fox,17_1,0,0,0,0,0
CG-048,mountain_lion,17_1,0,0,0,0,0
CG-048,mule_deer,17_1,1,1,1,1,1
CG-048,rabbit_sp,17_1,0,0,0,0,0
CG-048,raccoon,17_1,0,0,0,0,0
CG-048,striped_skunk,17_1,0,0,0,0,0
CG-048,virginia_opossum,17_1,0,0,0,0,0
CG-056,bobcat,17_1,0,0,0,0,0
CG-056,CA_ground_squirrel,17_1,0,0,0,0,0
CG-056,coyote,17_1,0,0,0,0,0
CG-056,gray_fox,17_1,1,0,0,1,0
CG-056,mountain_lion,17_1,0,0,0,0,0
CG-056,mule_deer,17_1,0,0,0,0,0
CG-056,rabbit_sp,17_1,0,0,0,0,0
CG-056,raccoon,17_1,0,0,0,0,0
CG-056,striped_skunk,17_1,0,0,0,0,0
CG-056,virginia_opossum,17_1,0,1,0,0,0
CG-057,bobcat,17_1,1,0,0,0,0
CG-057,CA_ground_squirrel,17_1,0,0,0,0,0
CG-057,coyote,17_1,0,0,0,0,0
CG-057,gray_fox,17_1,1,0,0,1,1
CG-057,mountain_lion,17_1,0,0,1,1,0
CG-057,mule_deer,17_1,0,0,0,0,0
CG-057,rabbit_sp,17_1,0,0,0,0,0
CG-057,raccoon,17_1,0,0,0,0,0
CG-057,striped_skunk,17_1,0,0,0,0,0
CG-057,virginia_opossum,17_1,0,0,0,0,0
CG-058,bobcat,17_1,0,0,1,1,0
CG-058,CA_ground_squirrel,17_1,0,0,0,0,0
CG-058,coyote,17_1,0,0,0,0,0
CG-058,gray_fox,17_1,1,1,0,1,1
CG-058,mountain_lion,17_1,0,0,0,0,0
CG-058,mule_deer,17_1,0,0,0,0,0
CG-058,rabbit_sp,17_1,0,0,0,0,0
CG-058,raccoon,17_1,0,0,0,0,0
CG-058,striped_skunk,17_1,0,0,0,0,0
CG-058,virginia_opossum,17_1,0,0,0,0,0
CG-059,bobcat,17_1,1,1,1,1,1
CG-059,CA_ground_squirrel,17_1,0,0,0,0,0
CG-059,coyote,17_1,0,0,0,1,0
CG-059,gray_fox,17_1,0,0,0,1,1
CG-059,mountain_lion,17_1,0,0,0,0,0
CG-059,mule_deer,17_1,1,0,1,1,1
CG-059,rabbit_sp,17_1,0,1,1,1,0
CG-059,raccoon,17_1,0,0,0,0,0
CG-059,striped_skunk,17_1,0,0,1,0,1
CG-059,virginia_opossum,17_1,0,1,0,0,0
CG-069,bobcat,17_1,0,0,0,0,0
CG-069,CA_ground_squirrel,17_1,0,0,0,0,0
CG-069,coyote,17_1,0,0,0,0,0
CG-069,gray_fox,17_1,0,0,0,0,1
CG-069,mountain_lion,17_1,0,1,1,0,1
CG-069,mule_deer,17_1,0,0,0,0,0
CG-069,rabbit_sp,17_1,0,0,0,0,0
CG-069,raccoon,17_1,0,0,0,0,0
CG-069,striped_skunk,17_1,0,0,0,0,0
CG-069,virginia_opossum,17_1,0,0,0,0,0
CG-070,bobcat,17_1,0,0,0,0,0
CG-070,CA_ground_squirrel,17_1,0,0,0,0,0
CG-070,coyote,17_1,0,0,0,0,0
CG-070,gray_fox,17_1,1,1,1,1,1
CG-070,mountain_lion,17_1,0,0,0,0,0
CG-070,mule_deer,17_1,0,0,0,0,0
CG-070,rabbit_sp,17_1,0,0,0,0,0
CG-070,raccoon,17_1,0,0,0,0,1
CG-070,striped_skunk,17_1,0,0,0,0,0
CG-070,virginia_opossum,17_1,0,0,0,0,0
CG-071,bobcat,17_1,1,0,0,1,1
CG-071,CA_ground_squirrel,17_1,0,0,0,0,0
CG-071,coyote,17_1,0,0,0,0,0
CG-071,gray_fox,17_1,0,1,1,1,1
CG-071,mountain_lion,17_1,0,0,1,0,0
CG-071,mule_deer,17_1,0,0,0,0,0
CG-071,rabbit_sp,17_1,0,0,0,0,0
CG-071,raccoon,17_1,0,0,0,0,0
CG-071,striped_skunk,17_1,0,0,0,0,0
CG-071,virginia_opossum,17_1,0,1,0,0,0
CG-073,bobcat,17_1,0,0,0,0,0
CG-073,CA_ground_squirrel,17_1,0,0,0,0,0
CG-073,coyote,17_1,0,0,0,0,0
CG-073,gray_fox,17_1,0,0,0,0,0
CG-073,mountain_lion,17_1,0,0,0,0,0
CG-073,mule_deer,17_1,0,0,1,1,0
CG-073,rabbit_sp,17_1,0,0,0,0,0
CG-073,raccoon,17_1,0,0,0,0,0
CG-073,striped_skunk,17_1,0,0,0,0,0
CG-073,virginia_opossum,17_1,0,0,0,0,0
CG-074,bobcat,17_1,0,0,0,1,0
CG-074,CA_ground_squirrel,17_1,0,0,0,0,0
CG-074,coyote,17_1,0,0,0,0,0
CG-074,gray_fox,17_1,0,0,0,0,0
CG-074,mountain_lion,17_1,0,0,0,0,0
CG-074,mule_deer,17_1,0,0,0,1,0
CG-074,rabbit_sp,17_1,0,0,0,0,0
CG-074,raccoon,17_1,0,0,0,0,0
CG-074,striped_skunk,17_1,0,0,0,0,0
CG-074,virginia_opossum,17_1,0,0,0,0,0
CG-075,bobcat,17_1,0,0,1,0,0
CG-075,CA_ground_squirrel,17_1,0,0,0,0,0
CG-075,coyote,17_1,0,0,0,0,0
CG-075,gray_fox,17_1,1,0,0,1,1
CG-075,mountain_lion,17_1,0,0,0,0,0
CG-075,mule_deer,17_1,0,0,0,0,0
CG-075,rabbit_sp,17_1,0,0,0,0,0
CG-075,raccoon,17_1,0,0,0,0,0
CG-075,striped_skunk,17_1,0,0,0,0,0
CG-075,virginia_opossum,17_1,0,0,0,0,0
CG-084,bobcat,17_1,0,1,0,0,0
CG-084,CA_ground_squirrel,17_1,0,0,0,0,0
CG-084,coyote,17_1,0,0,0,0,0
CG-084,gray_fox,17_1,1,0,1,0,0
CG-084,mountain_lion,17_1,0,0,0,0,0
CG-084,mule_deer,17_1,0,0,0,0,0
CG-084,rabbit_sp,17_1,0,0,0,0,0
CG-084,raccoon,17_1,0,0,0,0,0
CG-084,striped_skunk,17_1,0,0,0,0,0
CG-084,virginia_opossum,17_1,0,0,0,0,0
CG-085,bobcat,17_1,0,1,1,1,0
CG-085,CA_ground_squirrel,17_1,0,0,0,0,0
CG-085,coyote,17_1,0,0,0,0,0
CG-085,gray_fox,17_1,1,0,1,0,1
CG-085,mountain_lion,17_1,0,0,0,0,0
CG-085,mule_deer,17_1,0,1,0,1,0
CG-085,rabbit_sp,17_1,0,0,0,0,0
CG-085,raccoon,17_1,0,0,0,0,0
CG-085,striped_skunk,17_1,0,0,0,0,0
CG-085,virginia_opossum,17_1,0,0,0,0,0
CG-088,bobcat,17_1,0,0,0,0,0
CG-088,CA_ground_squirrel,17_1,0,0,0,0,0
CG-088,coyote,17_1,0,0,0,0,0
CG-088,gray_fox,17_1,0,0,0,0,0
CG-088,mountain_lion,17_1,0,0,0,1,0
CG-088,mule_deer,17_1,1,0,1,0,1
CG-088,rabbit_sp,17_1,0,0,0,0,0
CG-088,raccoon,17_1,0,0,0,0,0
CG-088,striped_skunk,17_1,0,0,0,0,0
CG-088,virginia_opossum,17_1,0,0,1,0,1
CG-089,bobcat,17_1,0,0,0,0,0
CG-089,CA_ground_squirrel,17_1,0,0,0,0,0
CG-089,coyote,17_1,0,0,0,0,0
CG-089,gray_fox,17_1,1,1,1,1,1
CG-089,mountain_lion,17_1,0,0,0,1,0
CG-089,mule_deer,17_1,0,0,0,0,0
CG-089,rabbit_sp,17_1,0,0,0,0,0
CG-089,raccoon,17_1,0,0,0,0,0
CG-089,striped_skunk,17_1,0,0,0,0,0
CG-089,virginia_opossum,17_1,0,0,0,1,0
CG-090,bobcat,17_1,1,1,0,0,0
CG-090,CA_ground_squirrel,17_1,0,0,0,0,0
CG-090,coyote,17_1,0,0,0,0,0
CG-090,gray_fox,17_1,0,0,0,0,0
CG-090,mountain_lion,17_1,0,0,0,0,0
CG-090,mule_deer,17_1,0,0,1,0,0
CG-090,rabbit_sp,17_1,0,0,0,0,0
CG-090,raccoon,17_1,0,0,0,0,0
CG-090,striped_skunk,17_1,0,0,0,0,0
CG-090,virginia_opossum,17_1,0,0,0,0,0
CG-092,bobcat,17_1,1,0,0,0,0
CG-092,CA_ground_squirrel,17_1,0,0,0,0,0
CG-092,coyote,17_1,0,0,0,0,0
CG-092,gray_fox,17_1,1,0,0,1,0
CG-092,mountain_lion,17_1,0,0,0,0,0
CG-092,mule_deer,17_1,0,0,0,0,1
CG-092,rabbit_sp,17_1,0,0,0,0,0
CG-092,raccoon,17_1,0,0,0,0,0
CG-092,striped_skunk,17_1,0,0,0,0,0
CG-092,virginia_opossum,17_1,0,0,0,0,0
CG-096,bobcat,17_1,0,0,0,0,0
CG-096,CA_ground_squirrel,17_1,0,0,0,0,0
CG-096,coyote,17_1,0,0,0,0,0
CG-096,gray_fox,17_1,1,0,0,0,0
CG-096,mountain_lion,17_1,0,0,1,0,1
CG-096,mule_deer,17_1,1,0,0,1,0
CG-096,rabbit_sp,17_1,0,0,0,0,0
CG-096,raccoon,17_1,0,0,0,0,0
CG-096,striped_skunk,17_1,0,0,0,0,0
CG-096,virginia_opossum,17_1,0,0,0,0,0
CG-097,bobcat,17_1,1,0,0,0,0
CG-097,CA_ground_squirrel,17_1,0,0,0,0,0
CG-097,coyote,17_1,0,0,0,0,0
CG-097,gray_fox,17_1,1,1,0,0,0
CG-097,mountain_lion,17_1,0,0,0,0,0
CG-097,mule_deer,17_1,1,1,0,0,0
CG-097,rabbit_sp,17_1,0,0,0,0,0
CG-097,raccoon,17_1,0,0,0,0,0
CG-097,striped_skunk,17_1,1,1,0,0,0
CG-097,virginia_opossum,17_1,0,0,0,0,0
CG-098,bobcat,17_1,0,1,1,0,1
CG-098,CA_ground_squirrel,17_1,0,0,0,0,0
CG-098,coyote,17_1,0,0,0,0,0
CG-098,gray_fox,17_1,1,1,1,1,1
CG-098,mountain_lion,17_1,0,0,0,0,0
CG-098,mule_deer,17_1,0,1,0,1,0
CG-098,rabbit_sp,17_1,1,1,0,0,0
CG-098,raccoon,17_1,0,0,0,0,0
CG-098,striped_skunk,17_1,0,0,0,0,0
CG-098,virginia_opossum,17_1,0,0,0,0,0
CG-102,bobcat,17_1,0,0,0,0,0
CG-102,CA_ground_squirrel,17_1,0,0,0,0,0
CG-102,coyote,17_1,0,0,0,0,0
CG-102,gray_fox,17_1,0,0,0,0,0
CG-102,mountain_lion,17_1,0,1,1,0,0
CG-102,mule_deer,17_1,0,0,0,0,0
CG-102,rabbit_sp,17_1,1,0,0,0,0
CG-102,raccoon,17_1,0,0,0,0,0
CG-102,striped_skunk,17_1,0,0,0,0,0
CG-102,virginia_opossum,17_1,1,0,0,0,0
CG-103,bobcat,17_1,0,0,0,0,0
CG-103,CA_ground_squirrel,17_1,0,0,0,0,0
CG-103,coyote,17_1,0,0,0,0,0
CG-103,gray_fox,17_1,1,0,0,0,0
CG-103,mountain_lion,17_1,0,0,0,0,0
CG-103,mule_deer,17_1,0,0,0,0,0
CG-103,rabbit_sp,17_1,0,0,0,0,0
CG-103,raccoon,17_1,0,0,0,0,0
CG-103,striped_skunk,17_1,0,0,0,0,0
CG-103,virginia_opossum,17_1,0,0,0,0,0
CO-TR,bobcat,17_1,0,0,0,0,0
CO-TR,CA_ground_squirrel,17_1,0,0,0,0,0
CO-TR,coyote,17_1,1,1,1,1,1
CO-TR,gray_fox,17_1,0,0,0,0,0
CO-TR,mountain_lion,17_1,0,0,0,1,0
CO-TR,mule_deer,17_1,0,1,0,0,0
CO-TR,rabbit_sp,17_1,0,0,0,0,0
CO-TR,raccoon,17_1,0,0,0,0,0
CO-TR,striped_skunk,17_1,0,0,0,0,0
CO-TR,virginia_opossum,17_1,0,0,0,0,0
DO-CA3,bobcat,17_1,0,0,0,0,0
DO-CA3,CA_ground_squirrel,17_1,0,0,0,0,0
DO-CA3,coyote,17_1,0,0,1,0,1
DO-CA3,gray_fox,17_1,1,0,0,0,0
DO-CA3,mountain_lion,17_1,1,0,0,0,0
DO-CA3,mule_deer,17_1,0,0,0,1,0
DO-CA3,rabbit_sp,17_1,0,0,0,0,0
DO-CA3,raccoon,17_1,0,0,0,0,0
DO-CA3,striped_skunk,17_1,0,0,0,0,0
DO-CA3,virginia_opossum,17_1,0,0,0,0,0
DR-SP2,bobcat,17_1,0,0,0,0,0
DR-SP2,CA_ground_squirrel,17_1,0,0,0,0,0
DR-SP2,coyote,17_1,0,0,0,0,0
DR-SP2,gray_fox,17_1,0,0,0,0,0
DR-SP2,mountain_lion,17_1,0,0,0,0,0
DR-SP2,mule_deer,17_1,0,0,0,0,0
